550000,-5.203586050557647,-840.7514302271866,-606.5900579520925
560000,-5.055527581621277,-840.7351189791971,-613.2363778062396
570000,-4.911686929566827,-841.0434340399042,-620.017522209397
580000,-4.767359784264158,-841.1817362963775,-626.6505460044904
590000,-4.616036262496664,-841.140520683357,-633.4188888710071
600000,-4.468389738257315,-841.2283606947021,-640.150822473123
610000,-4.321211953318993,-841.2064300680195,-646.7518921686648
620000,-4.175947224644801,-841.1930140392105,-653.2753889301945
630000,-4.031079738514222,-841.1569389202832,-659.7583506871432
640000,-3.88715349298036,-841.1382025227376,-666.2162953386214
650000,-3.7434849878261502,-841.1588932076447,-672.702068755468
660000,-3.596711494741612,-841.0094953252246,-679.1574780618521
670000,-3.459783605974394,-841.1646202959109,-685.4743580270632
680000,-3.321900897325463,-841.2609768809289,-691.775436501283
690000,-3.1857447189984214,-841.3902612793099,-698.031748924381
700000,-3.0467684571916607,-841.4195592415563,-704.3149786679315
710000,-2.9044741797262077,-841.2236404878713,-710.522302400192
720000,-2.771821941615144,-841.4411231194099,-716.7091357467284
730000,-2.635028619516902,-841.3633525962796,-722.787064718019
740000,-2.5004259212696525,-841.3259299739766,-728.8067635168422
750000,-2.360215127628294,-841.2511526657581,-735.0414719224849
760000,-2.2235989564812826,-841.2984065976416,-741.2364535559839
770000,-2.090616573317334,-841.4101884767297,-747.3324426774496
780000,-1.9529782564178504,-841.2656997258964,-753.3816781870931
790000,-1.817759263073981,-841.2031170808223,-759.4039502424931
800000,-1.687437186293323,-841.2211830574888,-765.2865096742893
810000,-1.5570097032448302,-841.2542503954501,-771.1888137494327
820000,-1.4251104899449274,-841.3303844009497,-777.200412353428
830000,-1.290387455920495,-841.2453556764049,-783.1779201599826
840000,-1.1595094234461385,-841.2130686867022,-789.0351446316259
850000,-1.0297972355056118,-841.2544745648265,-794.913598967074
860000,-0.8992558175799559,-841.1619265857844,-800.6954147946864
870000,-0.7699624374502037,-840.9352689873376,-806.2869593020785
880000,-0.6406324245710948,-840.7575046542261,-811.9290455485268
890000,-0.5134040012076184,-840.6127753296496,-817.5095952753068
900000,-0.3872371584956227,-840.6509982938478,-823.2253261615448
910000,-0.26282229033813564,-840.7148417510944,-828.8878386858783
920000,-0.13633314883429648,-840.6892753513821,-834.5542836538388
930000,-0.010388835313619893,-840.7054983728376,-840.2380007837247
940000,0.11788901978422928,-840.4828390040493,-845.7878448943396
950000,0.23882710180805589,-840.6070006994596,-851.3542202808221
960000,0.3619067975253074,-840.4709068035481,-856.756712692187
970000,0.4825121346332253,-840.4594764109097,-862.1725224694048
980000,0.6025887581605502,-840.4433420554851,-867.5598361727099
990000,0.7256804627904785,-840.3871262749053,-873.0427471004768
1000000,0.8479236403494497,-840.4017779692622,-878.5583417849874
