10000,-175.07065196546046,-30252.612256389286,-315.530770295547
20000,-174.22257592052347,-30078.719053041743,-286.6585706322294
30000,-174.7139014766792,-30138.323304455756,-262.24615194361104
40000,-174.8013586220136,-30158.111544560612,-267.07922019628677
50000,-174.8797546725982,-30165.58901551104,-261.15096649674524
60000,-175.19645203211257,-30212.528193242208,-253.93489575095737
70000,-175.2279849436204,-30227.542923844623,-263.55749848553387
80000,-175.41484617231526,-30252.06625250625,-256.12755704034134
90000,-175.45194313937554,-30257.390386688785,-255.108109855566
100000,-175.57110682859457,-30277.41978485111,-254.76051716144138
110000,-175.89077081261848,-30332.970802899305,-255.64899394154418
120000,-176.070831145184,-30367.90273398385,-259.7906081573856
130000,-176.2167182733465,-30393.678835090075,-260.6200103478259
140000,-176.29607189581884,-30406.062007412547,-259.433713227525
150000,-176.22074278080208,-30394.160652003222,-260.4136364860642
160000,-176.14830431187784,-30383.327449221746,-261.96741189063687
170000,-176.0381136331439,-30362.9627555029,-260.4453242352938
180000,-175.933723254298,-30341.368722440267,-256.7020459553096
190000,-175.6991246933394,-30306.829814697703,-262.2794921366658
200000,-175.62842657988858,-30298.84425081231,-266.38330565136494
210000,-175.56737154527673,-30287.993835081055,-265.97330083873385
220000,-175.52452938030183,-30281.51453435098,-266.8200103193667
230000,-175.4410049605358,-30267.15127736886,-266.7394291172386
240000,-175.48354383694914,-30274.390395812312,-266.7043996940083
250000,-175.49577102599233,-30277.54214042003,-267.76529497534284
260000,-175.5962960767106,-30295.37064718356,-268.40401806605223
270000,-175.74322326519496,-30322.572308109462,-270.48112976112316
280000,-175.75734604342233,-30326.70743995998,-272.2012665347611
290000,-175.84757456161788,-30344.00203051383,-274.06678047717287
300000,-175.74955020170228,-30326.49142255995,-273.3183380688606
310000,-175.84059017579966,-30341.97098032391,-273.230060262169
320000,-175.8317483679043,-30339.19564597847,-271.966675066833
330000,-175.8050164848023,-30334.441171963845,-271.78335306264853
340000,-175.84491037547195,-30340.680995498464,-271.20132129275953
350000,-175.79481999699556,-30331.412946186814,-270.4987267005745
360000,-175.89752412200733,-30348.552129523683,-270.07550466043176
370000,-175.9668189307722,-30358.619878985657,-268.2938418236081
380000,-176.00888949411046,-30364.48278058367,-266.962677090778
390000,-175.9612698240894,-30357.44393520357,-268.0667952842814
400000,-175.95182898742178,-30354.964523447794,-267.2017665986714
410000,-175.8390894584295,-30335.346125668584,-266.86182827713856
420000,-175.82242616499934,-30332.698801253195,-267.06392703830716
430000,-175.78131362789009,-30326.21332928032,-267.6086989111136
440000,-175.78750796185614,-30327.322552231664,-267.658690754266
450000,-175.69261786474544,-30311.047414602886,-267.60975973141467
460000,-175.71580280781063,-30315.885314254265,-268.4830341186462
470000,-175.74562491925553,-30320.996195121348,-268.49433392865103
480000,-175.7561287206213,-30324.16507116845,-269.86705994220756
490000,-175.76064761452153,-30325.96102348235,-270.89028139916627
500000,-175.7409668490841,-30321.831946969643,-270.1266157762657
510000,-175.71500835769984,-30316.668058054143,-269.40162888747
520000,-175.72824463580855,-30320.48705050553,-270.9572177822665
530000,-175.72010379717813,-30320.112442012585,-271.9746926951266
540000,-175.71401965834275,-30319.74278585182,-272.64542427521155
550000,-175.68480467179734,-30316.766870111955,-274.6652712346113
560000,-175.66666680473054,-30313.235548932862,-274.23552532394024
570000,-175.6664851351361,-30313.354222502356,-274.3852643940845
580000,-175.42048938080643,-30272.338588940445,-275.4349048225449
590000,-174.86837782090424,-30178.590609678504,-276.0980023038792
600000,-174.3986678818992,-30099.265772180835,-277.0935643760713
610000,-173.98340494999502,-30029.82558711953,-278.6633406703804
620000,-173.60644765959887,-29967.72567224619,-281.0231224547824
630000,-173.2245016241559,-29904.218068133516,-282.82829040286015
640000,-172.84212983139787,-29842.10173776446,-286.0975365954255
650000,-172.51826291295265,-29788.79686081293,-288.17390269802854
660000,-172.26534823905195,-29746.56027501839,-289.1857261405057
670000,-172.03510548174154,-29709.37154622373,-291.36850884592786
680000,-171.82529973734972,-29675.897404311894,-293.7711492250928
690000,-171.40854978519837,-29606.77960196417,-295.9175886952471
700000,-170.97398564785863,-29534.438244371413,-297.8866985875866
710000,-170.60318915365497,-29475.051418107498,-301.90607283249847
720000,-170.29381379587358,-29424.374417202256,-304.1322581078748
730000,-170.01175174667378,-29378.437994959095,-306.4284462778778
740000,-169.76326019232692,-29338.545614258357,-309.0281213704511
750000,-169.51836317690368,-29300.513026439323,-312.87292318879554
760000,-169.31089889171062,-29267.0698912238,-314.9061807412836
770000,-169.11873653374641,-29237.448664331547,-318.1447170609099
780000,-168.93867361542834,-29208.224515474518,-319.7113272362694
790000,-168.75922669154443,-29180.337234363426,-322.5094701093294
800000,-168.59662512519935,-29153.46972630371,-323.44682989461944
810000,-168.4541582718698,-29130.481786844,-324.8207223542631
820000,-168.3004332002456,-29106.58239394211,-327.208316700111
830000,-168.18236373241007,-29088.02350257765,-328.83930433552814
840000,-168.07515223302016,-29070.804502628307,-329.95347078186023
850000,-167.96864054611342,-29054.523093636642,-331.88556025124853
860000,-167.87296507060182,-29039.401529418974,-333.1245023460615
870000,-167.78511758292052,-29025.983214533975,-334.7281078545675
880000,-167.70992383157864,-29014.575142467947,-336.17816726800083
890000,-167.64138391948973,-29003.796366199706,-337.11971596696094
900000,-167.57746842626875,-28994.167342905275,-338.4202420133188
910000,-167.5081292728987,-28984.238114538573,-340.34800887289384
920000,-167.44510022101576,-28975.235270416306,-342.1231326226116
930000,-167.3934945938754,-28968.20648464738,-343.91890909468566
940000,-167.34701656609104,-28961.601357569423,-345.261524767855
